Simulación,Secuencia,Peso [kg],V_Inicial_Z [m/s],V_Final_Z [m/s],KE_Inicial [J],KE_Final [J],KE_Abs [J],%KE_Abs [%]
case_0143_TCCCCTCCCTTC,TCCCCTCCCTTC,0.728438,180.5,-1.475406050682068,814.50625,0.05442057535973143,814.4518294246403,99.99331858099804
case_0144_TCCCCTCCCTCT,TCCCCTCCCTCT,0.728438,180.5,0.1881471574306488,814.50625,0.0008849838212308337,814.5053650161788,99.99989134720315
case_0145_TCCCCTCCCCTT,TCCCCTCCCCTT,0.728438,180.5,3.0610485076904297,814.50625,0.23425044916084517,814.2719995508392,99.97124019009543
case_0146_TCCCCCTTTCCC,TCCCCCTTTCCC,0.728438,180.5,66.61528778076172,814.50625,110.93991415284255,703.5663358471575,86.3794889047392
case_0147_TCCCCCTTCTCC,TCCCCCTTCTCC,0.728438,180.5,57.86341094970703,814.50625,83.7043581683669,730.8018918316332,89.72330069064948
case_0148_TCCCCCTTCCTC,TCCCCCTTCCTC,0.728438,180.5,49.653953552246094,814.50625,61.63787758421532,752.8683724157847,92.43248562129324
case_0149_TCCCCCTTCCCT,TCCCCCTTCCCT,0.728438,180.5,12.33481502532959,814.50625,3.8036915427274156,810.7025584572726,99.53300646339702
case_0150_TCCCCCTCTTCC,TCCCCCTCTTCC,0.728438,180.5,-10.425824165344238,814.50625,2.7174452381668974,811.7888047618331,99.66636901335418
case_0151_TCCCCCTCTCTC,TCCCCCTCTCTC,0.728438,180.5,47.69548797607422,814.50625,56.871489331896015,757.634760668104,93.01767305875235
case_0152_TCCCCCTCTCCT,TCCCCCTCTCCT,0.728438,180.5,67.71451568603516,814.50625,114.63139086485754,699.8748591351425,85.92627240553925
case_0153_TCCCCCTCCTTC,TCCCCCTCCTTC,0.728438,180.5,-1.42329204082489,814.50625,0.05064400583688701,814.4556059941631,99.9937822446621
case_0154_TCCCCCTCCTCT,TCCCCCTCCTCT,0.728438,180.5,-3.9517569541931152,814.50625,0.3904095756253412,814.1158404243747,99.95206794599486
case_0155_TCCCCCTCCCTT,TCCCCCTCCCTT,0.728438,180.5,7.145878314971924,814.50625,1.2765894223096497,813.2296605776904,99.84326830858454
case_0156_TCCCCCCTTTCC,TCCCCCCTTTCC,0.728438,180.5,-13.528312683105469,814.50625,4.5753811012968075,809.9308688987032,99.43826322986511
case_0157_TCCCCCCTTCTC,TCCCCCCTTCTC,0.728438,180.5,-8.094481468200684,814.50625,1.6380157559761075,812.8682342440239,99.79889463635472
case_0158_TCCCCCCTTCCT,TCCCCCCTTCCT,0.728438,180.5,-8.418622970581055,814.50625,1.7718303180198747,812.7344196819802,99.78246571858475
case_0159_TCCCCCCTCTTC,TCCCCCCTCTTC,0.728438,180.5,-11.360179901123049,814.50625,3.226342184647002,811.279907815353,99.60388981856836
case_0160_TCCCCCCTCTCT,TCCCCCCTCTCT,0.728438,180.5,0.4747706055641174,814.50625,0.005635178197692968,814.5006148218023,99.99930814794881
case_0161_TCCCCCCTCCTT,TCCCCCCTCCTT,0.728438,180.5,-7.983245372772217,814.50625,1.5933051670472254,812.9129448329528,99.8043839237517
case_0162_TCCCCCCCTTTC,TCCCCCCCTTTC,0.728438,180.5,-7.877069473266602,814.50625,1.5512055871667145,812.9550444128333,99.80955264773392
case_0163_TCCCCCCCTTCT,TCCCCCCCTTCT,0.728438,180.5,-4.539358139038086,814.50625,0.5151443078612828,813.9911056921387,99.93675379312789
case_0164_TCCCCCCCTCTT,TCCCCCCCTCTT,0.728438,180.5,-9.553034782409668,814.50625,2.2815118388482234,812.2247381611518,99.71989019865124
case_0165_TCCCCCCCCTTT,TCCCCCCCCTTT,0.728438,180.5,-11.660438537597656,814.50625,3.3991456722273146,811.1071043277727,99.58267408356568
case_0166_CTTTTCCCCCCC,CTTTTCCCCCCC,0.728438,180.5,64.09369659423828,814.50625,102.7000485778568,711.8062014221432,87.3911282353135
case_0167_CTTTCTCCCCCC,CTTTCTCCCCCC,0.728438,180.5,34.53746032714844,814.50625,29.820904146233808,784.6853458537662,96.33877528303388
case_0168_CTTTCCTCCCCC,CTTTCCTCCCCC,0.728438,180.5,31.92884826660156,814.50625,25.486283790791635,789.0199662092084,96.87095294961928
case_0169_CTTTCCCTCCCC,CTTTCCCTCCCC,0.728438,180.5,71.59603881835938,814.50625,128.14981936200056,686.3564306379994,84.26656402427845
case_0170_CTTTCCCCTCCC,CTTTCCCCTCCC,0.728438,180.5,65.51947784423828,814.50625,107.32004942454078,707.1862005754592,86.82391333098539
case_0171_CTTTCCCCCTCC,CTTTCCCCCTCC,0.728438,180.5,64.51277160644531,814.50625,104.04744250863442,710.4588074913656,87.22570360772131
case_0172_CTTTCCCCCCTC,CTTTCCCCCCTC,0.728438,180.5,32.88603591918945,814.50625,27.037283961955474,787.4689660380445,96.68053081704954
