carpeta,archivo,area_mm2,porcentaje_delaminacion;;;;;
091,Ply1.png,52020.12,54.13;;;;;
091,Ply2.png,30198.09,31.42;;;;;
091,Ply3.png,63641.27,66.22;;;;;
091,Ply4.png,18619.08,19.37;;;;;
091,Ply5.png,34156.08,35.54;;;;;
091,Ply6.png,38018.73,39.56;;;;;
091,Ply7.png,7351.19,7.65;;;;;
091,Ply8.png,53453.37,55.62;;;;;
091,Ply9.png,67121.93,69.85;;;;;
091,Ply10.png,21661.36,22.54;;;;;
091,Ply11.png,19169.18,19.95;;;;;
495,Ply1.png,10223.65,10.64;;;;;
495,Ply2.png,21399.18,22.27;;;;;
495,Ply3.png,17299.46,18.0;;;;;
495,Ply4.png,42919.66,44.66;;;;;
495,Ply5.png,12976.3,13.5;;;;;
495,Ply6.png,21506.01,22.38;;;;;
495,Ply7.png,10444.97,10.87;;;;;
495,Ply8.png,94762.3,98.61;;;;;
495,Ply9.png,0.0,0.0;;;;;
495,Ply10.png,0.0,0.0;;;;;
495,Ply11.png,0.0,0.0;;;;;
